area_id,area_name,area_type,year,per_capita_gdp,per_capita_gdp_percent_change
310M200US11260,Anchorage Metro Area (AK),region.msa,2001,60944,0
310M200US11260,Anchorage Metro Area (AK),region.msa,2002,61991,1.718
310M200US11260,Anchorage Metro Area (AK),region.msa,2003,60795,-1.929
310M200US11260,Anchorage Metro Area (AK),region.msa,2004,62375,2.599
310M200US11260,Anchorage Metro Area (AK),region.msa,2005,63545,1.876
310M200US11260,Anchorage Metro Area (AK),region.msa,2006,64537,1.561
310M200US11260,Anchorage Metro Area (AK),region.msa,2007,66439,2.947
310M200US11260,Anchorage Metro Area (AK),region.msa,2008,66097,-0.515
310M200US11260,Anchorage Metro Area (AK),region.msa,2009,71473,8.134
310M200US11260,Anchorage Metro Area (AK),region.msa,2010,68842,-3.681
310M200US11260,Anchorage Metro Area (AK),region.msa,2011,69496,0.95
310M200US11260,Anchorage Metro Area (AK),region.msa,2012,72334,4.084
310M200US11260,Anchorage Metro Area (AK),region.msa,2013,69387,-4.074
310M200US21820,Fairbanks Metro Area (AK),region.msa,2001,51220,0
310M200US21820,Fairbanks Metro Area (AK),region.msa,2002,51321,0.197
310M200US21820,Fairbanks Metro Area (AK),region.msa,2003,53912,5.049
310M200US21820,Fairbanks Metro Area (AK),region.msa,2004,54346,0.805
310M200US21820,Fairbanks Metro Area (AK),region.msa,2005,54572,0.416
310M200US21820,Fairbanks Metro Area (AK),region.msa,2006,57657,5.653
310M200US21820,Fairbanks Metro Area (AK),region.msa,2007,56964,-1.202
310M200US21820,Fairbanks Metro Area (AK),region.msa,2008,57379,0.729
310M200US21820,Fairbanks Metro Area (AK),region.msa,2009,53356,-7.011
310M200US21820,Fairbanks Metro Area (AK),region.msa,2010,51426,-3.617
310M200US21820,Fairbanks Metro Area (AK),region.msa,2011,52322,1.742
310M200US21820,Fairbanks Metro Area (AK),region.msa,2012,51837,-0.927
310M200US21820,Fairbanks Metro Area (AK),region.msa,2013,50052,-3.443
310M200US13820,Birmingham Metro Area (AL),region.msa,2001,48044,0
310M200US13820,Birmingham Metro Area (AL),region.msa,2002,49300,2.614
310M200US13820,Birmingham Metro Area (AL),region.msa,2003,48831,-0.951
310M200US13820,Birmingham Metro Area (AL),region.msa,2004,50335,3.08
310M200US13820,Birmingham Metro Area (AL),region.msa,2005,50795,0.914
310M200US13820,Birmingham Metro Area (AL),region.msa,2006,49910,-1.742
310M200US13820,Birmingham Metro Area (AL),region.msa,2007,49750,-0.321
310M200US13820,Birmingham Metro Area (AL),region.msa,2008,49220,-1.065
310M200US13820,Birmingham Metro Area (AL),region.msa,2009,45570,-7.416
310M200US13820,Birmingham Metro Area (AL),region.msa,2010,46108,1.181
310M200US13820,Birmingham Metro Area (AL),region.msa,2011,47568,3.166
310M200US13820,Birmingham Metro Area (AL),region.msa,2012,49579,4.228
310M200US13820,Birmingham Metro Area (AL),region.msa,2013,49034,-1.099
310M200US26620,Huntsville Metro Area (AL),region.msa,2001,40468,0
310M200US26620,Huntsville Metro Area (AL),region.msa,2002,43149,6.625
310M200US26620,Huntsville Metro Area (AL),region.msa,2003,46183,7.031
310M200US26620,Huntsville Metro Area (AL),region.msa,2004,48606,5.247
310M200US26620,Huntsville Metro Area (AL),region.msa,2005,49940,2.745
310M200US26620,Huntsville Metro Area (AL),region.msa,2006,50473,1.067
310M200US26620,Huntsville Metro Area (AL),region.msa,2007,49901,-1.133
310M200US26620,Huntsville Metro Area (AL),region.msa,2008,49569,-0.665
310M200US26620,Huntsville Metro Area (AL),region.msa,2009,49043,-1.061
310M200US26620,Huntsville Metro Area (AL),region.msa,2010,50424,2.816
310M200US26620,Huntsville Metro Area (AL),region.msa,2011,50185,-0.474
310M200US26620,Huntsville Metro Area (AL),region.msa,2012,49935,-0.498
310M200US26620,Huntsville Metro Area (AL),region.msa,2013,49675,-0.521
310M200US33660,Mobile Metro Area (AL),region.msa,2001,33919,0
310M200US33660,Mobile Metro Area (AL),region.msa,2002,34018,0.292
310M200US33660,Mobile Metro Area (AL),region.msa,2003,34806,2.316
310M200US33660,Mobile Metro Area (AL),region.msa,2004,36315,4.335
310M200US33660,Mobile Metro Area (AL),region.msa,2005,37371,2.908
310M200US33660,Mobile Metro Area (AL),region.msa,2006,39170,4.814
310M200US33660,Mobile Metro Area (AL),region.msa,2007,39456,0.73
310M200US33660,Mobile Metro Area (AL),region.msa,2008,39155,-0.763
310M200US33660,Mobile Metro Area (AL),region.msa,2009,39614,1.172
310M200US33660,Mobile Metro Area (AL),region.msa,2010,39792,0.449
310M200US33660,Mobile Metro Area (AL),region.msa,2011,39983,0.48
310M200US33660,Mobile Metro Area (AL),region.msa,2012,40106,0.308
310M200US33660,Mobile Metro Area (AL),region.msa,2013,41261,2.88
310M200US33860,Montgomery Metro Area (AL),region.msa,2001,39704,0
310M200US33860,Montgomery Metro Area (AL),region.msa,2002,40837,2.854
310M200US33860,Montgomery Metro Area (AL),region.msa,2003,41802,2.363
310M200US33860,Montgomery Metro Area (AL),region.msa,2004,43093,3.088
310M200US33860,Montgomery Metro Area (AL),region.msa,2005,43672,1.344
310M200US33860,Montgomery Metro Area (AL),region.msa,2006,43692,0.046
310M200US33860,Montgomery Metro Area (AL),region.msa,2007,42457,-2.827
310M200US33860,Montgomery Metro Area (AL),region.msa,2008,42066,-0.921
310M200US33860,Montgomery Metro Area (AL),region.msa,2009,40630,-3.414
310M200US33860,Montgomery Metro Area (AL),region.msa,2010,40751,0.298
310M200US33860,Montgomery Metro Area (AL),region.msa,2011,40674,-0.189
310M200US33860,Montgomery Metro Area (AL),region.msa,2012,40963,0.711
310M200US33860,Montgomery Metro Area (AL),region.msa,2013,41468,1.233
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2001,36856,0
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2002,35535,-3.584
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2003,37361,5.139
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2004,37066,-0.79
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2005,37917,2.296
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2006,38199,0.744
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2007,39745,4.047
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2008,39326,-1.054
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2009,39611,0.725
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2010,40480,2.194
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2011,40123,-0.882
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2012,39183,-2.343
310M200US17980,Columbus Metro Area (GA-AL),region.msa,2013,38250,-2.381
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2001,32207,0
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2002,33351,3.552
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2003,35506,6.462
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2004,37460,5.503
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2005,38966,4.02
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2006,38364,-1.545
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2007,39551,3.094
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2008,38846,-1.783
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2009,38096,-1.931
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2010,39337,3.258
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2011,40051,1.815
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2012,40295,0.609
310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2013,40049,-0.61
310M200US19300,Daphne Metro Area (AL),region.msa,2001,28294,0
310M200US19300,Daphne Metro Area (AL),region.msa,2002,28702,1.442
310M200US19300,Daphne Metro Area (AL),region.msa,2003,29098,1.38
310M200US19300,Daphne Metro Area (AL),region.msa,2004,30679,5.433
310M200US19300,Daphne Metro Area (AL),region.msa,2005,30824,0.473
310M200US19300,Daphne Metro Area (AL),region.msa,2006,31156,1.077
310M200US19300,Daphne Metro Area (AL),region.msa,2007,31652,1.592
310M200US19300,Daphne Metro Area (AL),region.msa,2008,32015,1.147
310M200US19300,Daphne Metro Area (AL),region.msa,2009,30722,-4.039
310M200US19300,Daphne Metro Area (AL),region.msa,2010,30320,-1.309
310M200US19300,Daphne Metro Area (AL),region.msa,2011,29908,-1.359
310M200US19300,Daphne Metro Area (AL),region.msa,2012,29762,-0.488
310M200US19300,Daphne Metro Area (AL),region.msa,2013,30217,1.529
310M200US19460,Decatur Metro Area (AL),region.msa,2001,30399,0
310M200US19460,Decatur Metro Area (AL),region.msa,2002,30021,-1.243
310M200US19460,Decatur Metro Area (AL),region.msa,2003,31674,5.506
310M200US19460,Decatur Metro Area (AL),region.msa,2004,34194,7.956
310M200US19460,Decatur Metro Area (AL),region.msa,2005,33496,-2.041
310M200US19460,Decatur Metro Area (AL),region.msa,2006,33739,0.725
310M200US19460,Decatur Metro Area (AL),region.msa,2007,33828,0.264
310M200US19460,Decatur Metro Area (AL),region.msa,2008,33281,-1.617
310M200US19460,Decatur Metro Area (AL),region.msa,2009,31750,-4.6
310M200US19460,Decatur Metro Area (AL),region.msa,2010,32263,1.616
310M200US19460,Decatur Metro Area (AL),region.msa,2011,31303,-2.976
310M200US19460,Decatur Metro Area (AL),region.msa,2012,32636,4.258
310M200US19460,Decatur Metro Area (AL),region.msa,2013,33008,1.14
310M200US22520,Florence Metro Area (AL),region.msa,2001,24589,0
310M200US22520,Florence Metro Area (AL),region.msa,2002,24657,0.277
310M200US22520,Florence Metro Area (AL),region.msa,2003,25619,3.902
310M200US22520,Florence Metro Area (AL),region.msa,2004,26535,3.575
310M200US22520,Florence Metro Area (AL),region.msa,2005,27278,2.8
310M200US22520,Florence Metro Area (AL),region.msa,2006,27638,1.32
310M200US22520,Florence Metro Area (AL),region.msa,2007,27108,-1.918
310M200US22520,Florence Metro Area (AL),region.msa,2008,26581,-1.944
310M200US22520,Florence Metro Area (AL),region.msa,2009,26474,-0.403
310M200US22520,Florence Metro Area (AL),region.msa,2010,27266,2.992
310M200US22520,Florence Metro Area (AL),region.msa,2011,27260,-0.022
310M200US22520,Florence Metro Area (AL),region.msa,2012,27868,2.23
310M200US22520,Florence Metro Area (AL),region.msa,2013,28881,3.635
310M200US20020,Dothan Metro Area (AL),region.msa,2001,30320,0
310M200US20020,Dothan Metro Area (AL),region.msa,2002,32597,7.51
310M200US20020,Dothan Metro Area (AL),region.msa,2003,33253,2.012
310M200US20020,Dothan Metro Area (AL),region.msa,2004,34416,3.497
310M200US20020,Dothan Metro Area (AL),region.msa,2005,35570,3.353
310M200US20020,Dothan Metro Area (AL),region.msa,2006,35178,-1.102
310M200US20020,Dothan Metro Area (AL),region.msa,2007,34014,-3.309
310M200US20020,Dothan Metro Area (AL),region.msa,2008,31840,-6.391
310M200US20020,Dothan Metro Area (AL),region.msa,2009,30396,-4.535
310M200US20020,Dothan Metro Area (AL),region.msa,2010,30882,1.599
310M200US20020,Dothan Metro Area (AL),region.msa,2011,30186,-2.254
310M200US20020,Dothan Metro Area (AL),region.msa,2012,30518,1.1
310M200US20020,Dothan Metro Area (AL),region.msa,2013,31029,1.674
310M200US12220,Auburn Metro Area (AL),region.msa,2001,24292,0
310M200US12220,Auburn Metro Area (AL),region.msa,2002,25034,3.055
310M200US12220,Auburn Metro Area (AL),region.msa,2003,25624,2.357
310M200US12220,Auburn Metro Area (AL),region.msa,2004,27240,6.307
310M200US12220,Auburn Metro Area (AL),region.msa,2005,27618,1.388
310M200US12220,Auburn Metro Area (AL),region.msa,2006,27908,1.05
310M200US12220,Auburn Metro Area (AL),region.msa,2007,27683,-0.806
310M200US12220,Auburn Metro Area (AL),region.msa,2008,28062,1.369
310M200US12220,Auburn Metro Area (AL),region.msa,2009,26643,-5.057
310M200US12220,Auburn Metro Area (AL),region.msa,2010,27303,2.477
310M200US12220,Auburn Metro Area (AL),region.msa,2011,28134,3.044
310M200US12220,Auburn Metro Area (AL),region.msa,2012,28197,0.224
310M200US12220,Auburn Metro Area (AL),region.msa,2013,28445,0.88
310M200US11500,Anniston Metro Area (AL),region.msa,2001,27691,0
310M200US11500,Anniston Metro Area (AL),region.msa,2002,28761,3.864
310M200US11500,Anniston Metro Area (AL),region.msa,2003,29931,4.068
310M200US11500,Anniston Metro Area (AL),region.msa,2004,31999,6.909
310M200US11500,Anniston Metro Area (AL),region.msa,2005,32872,2.728
310M200US11500,Anniston Metro Area (AL),region.msa,2006,33021,0.453
310M200US11500,Anniston Metro Area (AL),region.msa,2007,33900,2.662
310M200US11500,Anniston Metro Area (AL),region.msa,2008,33785,-0.339
310M200US11500,Anniston Metro Area (AL),region.msa,2009,31626,-6.39
310M200US11500,Anniston Metro Area (AL),region.msa,2010,31894,0.847
310M200US11500,Anniston Metro Area (AL),region.msa,2011,31464,-1.348
310M200US11500,Anniston Metro Area (AL),region.msa,2012,30903,-1.783
310M200US11500,Anniston Metro Area (AL),region.msa,2013,30136,-2.482
310M200US23460,Gadsden Metro Area (AL),region.msa,2001,23881,0
310M200US23460,Gadsden Metro Area (AL),region.msa,2002,24406,2.198
310M200US23460,Gadsden Metro Area (AL),region.msa,2003,24860,1.86
310M200US23460,Gadsden Metro Area (AL),region.msa,2004,25718,3.451
310M200US23460,Gadsden Metro Area (AL),region.msa,2005,26076,1.392
310M200US23460,Gadsden Metro Area (AL),region.msa,2006,25919,-0.602
310M200US23460,Gadsden Metro Area (AL),region.msa,2007,25404,-1.987
310M200US23460,Gadsden Metro Area (AL),region.msa,2008,25115,-1.138
310M200US23460,Gadsden Metro Area (AL),region.msa,2009,24421,-2.763
310M200US23460,Gadsden Metro Area (AL),region.msa,2010,24677,1.048
310M200US23460,Gadsden Metro Area (AL),region.msa,2011,25296,2.508
310M200US23460,Gadsden Metro Area (AL),region.msa,2012,24897,-1.577
310M200US23460,Gadsden Metro Area (AL),region.msa,2013,24225,-2.699
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2001,49324,0
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2002,50771,2.934
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2003,51201,0.847
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2004,51874,1.314
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2005,51894,0.039
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2006,51676,-0.42
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2007,51122,-1.072
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2008,49121,-3.914
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2009,46810,-4.705
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2010,46534,-0.59
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2011,46411,-0.264
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2012,47075,1.431
310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2013,47014,-0.13
310M200US30780,Little Rock Metro Area (AR),region.msa,2001,42596,0
310M200US30780,Little Rock Metro Area (AR),region.msa,2002,43591,2.336
310M200US30780,Little Rock Metro Area (AR),region.msa,2003,44242,1.493
310M200US30780,Little Rock Metro Area (AR),region.msa,2004,45557,2.972
310M200US30780,Little Rock Metro Area (AR),region.msa,2005,49258,8.124
310M200US30780,Little Rock Metro Area (AR),region.msa,2006,50818,3.167
310M200US30780,Little Rock Metro Area (AR),region.msa,2007,54713,7.665
310M200US30780,Little Rock Metro Area (AR),region.msa,2008,54271,-0.808
310M200US30780,Little Rock Metro Area (AR),region.msa,2009,54395,0.228
310M200US30780,Little Rock Metro Area (AR),region.msa,2010,53561,-1.533
310M200US30780,Little Rock Metro Area (AR),region.msa,2011,54010,0.838
310M200US30780,Little Rock Metro Area (AR),region.msa,2012,53443,-1.05
310M200US30780,Little Rock Metro Area (AR),region.msa,2013,53321,-0.228
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2001,37968,0
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2002,39655,4.443
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2003,41886,5.626
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2004,43774,4.507
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2005,45129,3.095
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2006,45009,-0.266
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2007,42751,-5.017
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2008,43005,0.594
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2009,40336,-6.206
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2010,43217,7.143
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2011,44321,2.555
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2012,44376,0.124
310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2013,45924,3.488
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2001,31922,0
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2002,32349,1.338
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2003,33804,4.498
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2004,34716,2.698
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2005,36765,5.902
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2006,38035,3.454
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2007,35667,-6.226
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2008,35294,-1.046
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2009,32939,-6.673
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2010,34174,3.749
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2011,33987,-0.547
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2012,34239,0.741
310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2013,34918,1.983
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2001,28788,0
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2002,29534,2.591
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2003,30701,3.951
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2004,32169,4.782
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2005,32792,1.937
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2006,33268,1.452
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2007,33479,0.634
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2008,33312,-0.499
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2009,32341,-2.915
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2010,32819,1.478
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2011,32503,-0.963
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2012,32704,0.618
310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2013,31846,-2.624
310M200US27860,Jonesboro Metro Area (AR),region.msa,2001,31741,0
310M200US27860,Jonesboro Metro Area (AR),region.msa,2002,31804,0.198
310M200US27860,Jonesboro Metro Area (AR),region.msa,2003,33780,6.213
310M200US27860,Jonesboro Metro Area (AR),region.msa,2004,34920,3.375
310M200US27860,Jonesboro Metro Area (AR),region.msa,2005,36083,3.33
310M200US27860,Jonesboro Metro Area (AR),region.msa,2006,36241,0.438
310M200US27860,Jonesboro Metro Area (AR),region.msa,2007,34179,-5.69
310M200US27860,Jonesboro Metro Area (AR),region.msa,2008,35843,4.868
310M200US27860,Jonesboro Metro Area (AR),region.msa,2009,34525,-3.677
310M200US27860,Jonesboro Metro Area (AR),region.msa,2010,36327,5.219
310M200US27860,Jonesboro Metro Area (AR),region.msa,2011,35538,-2.172
310M200US27860,Jonesboro Metro Area (AR),region.msa,2012,36391,2.4
310M200US27860,Jonesboro Metro Area (AR),region.msa,2013,36159,-0.638
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2001,28616,0
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2002,28879,0.919
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2003,29761,3.054
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2004,31040,4.298
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2005,31352,1.005
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2006,32312,3.062
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2007,31170,-3.534
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2008,31207,0.119
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2009,30311,-2.871
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2010,31209,2.963
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2011,30922,-0.92
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2012,31882,3.105
310M200US38220,Pine Bluff Metro Area (AR),region.msa,2013,31366,-1.618
310M200US26300,Hot Springs Metro Area (AR),region.msa,2001,27195,0
310M200US26300,Hot Springs Metro Area (AR),region.msa,2002,27159,-0.132
310M200US26300,Hot Springs Metro Area (AR),region.msa,2003,27568,1.506
310M200US26300,Hot Springs Metro Area (AR),region.msa,2004,28489,3.341
310M200US26300,Hot Springs Metro Area (AR),region.msa,2005,29611,3.938
310M200US26300,Hot Springs Metro Area (AR),region.msa,2006,29525,-0.29
310M200US26300,Hot Springs Metro Area (AR),region.msa,2007,28529,-3.373
310M200US26300,Hot Springs Metro Area (AR),region.msa,2008,28853,1.136
310M200US26300,Hot Springs Metro Area (AR),region.msa,2009,27423,-4.956
310M200US26300,Hot Springs Metro Area (AR),region.msa,2010,28844,5.182
310M200US26300,Hot Springs Metro Area (AR),region.msa,2011,29623,2.701
310M200US26300,Hot Springs Metro Area (AR),region.msa,2012,30296,2.272
310M200US26300,Hot Springs Metro Area (AR),region.msa,2013,30802,1.67
310M200US38060,Phoenix Metro Area (AZ),region.msa,2001,45250,0
310M200US38060,Phoenix Metro Area (AZ),region.msa,2002,45631,0.842
310M200US38060,Phoenix Metro Area (AZ),region.msa,2003,47190,3.417
310M200US38060,Phoenix Metro Area (AZ),region.msa,2004,47598,0.865
310M200US38060,Phoenix Metro Area (AZ),region.msa,2005,49581,4.166
310M200US38060,Phoenix Metro Area (AZ),region.msa,2006,50766,2.39
310M200US38060,Phoenix Metro Area (AZ),region.msa,2007,50621,-0.286
310M200US38060,Phoenix Metro Area (AZ),region.msa,2008,48067,-5.045
310M200US38060,Phoenix Metro Area (AZ),region.msa,2009,43335,-9.845
310M200US38060,Phoenix Metro Area (AZ),region.msa,2010,43156,-0.413
310M200US38060,Phoenix Metro Area (AZ),region.msa,2011,44214,2.452
310M200US38060,Phoenix Metro Area (AZ),region.msa,2012,44977,1.726
310M200US38060,Phoenix Metro Area (AZ),region.msa,2013,44803,-0.387
310M200US46060,Tucson Metro Area (AZ),region.msa,2001,33194,0
310M200US46060,Tucson Metro Area (AZ),region.msa,2002,32448,-2.247
310M200US46060,Tucson Metro Area (AZ),region.msa,2003,33991,4.755
310M200US46060,Tucson Metro Area (AZ),region.msa,2004,34015,0.071
310M200US46060,Tucson Metro Area (AZ),region.msa,2005,35242,3.607
310M200US46060,Tucson Metro Area (AZ),region.msa,2006,35890,1.839
310M200US46060,Tucson Metro Area (AZ),region.msa,2007,36945,2.94
310M200US46060,Tucson Metro Area (AZ),region.msa,2008,35951,-2.69
310M200US46060,Tucson Metro Area (AZ),region.msa,2009,33212,-7.619
310M200US46060,Tucson Metro Area (AZ),region.msa,2010,33187,-0.075
310M200US46060,Tucson Metro Area (AZ),region.msa,2011,32827,-1.085
310M200US46060,Tucson Metro Area (AZ),region.msa,2012,33502,2.056
310M200US46060,Tucson Metro Area (AZ),region.msa,2013,33471,-0.093
310M200US39140,Prescott Metro Area (AZ),region.msa,2001,22061,0
310M200US39140,Prescott Metro Area (AZ),region.msa,2002,22166,0.476
310M200US39140,Prescott Metro Area (AZ),region.msa,2003,23024,3.871
310M200US39140,Prescott Metro Area (AZ),region.msa,2004,23232,0.903
310M200US39140,Prescott Metro Area (AZ),region.msa,2005,24660,6.147
310M200US39140,Prescott Metro Area (AZ),region.msa,2006,25979,5.349
310M200US39140,Prescott Metro Area (AZ),region.msa,2007,25829,-0.577
310M200US39140,Prescott Metro Area (AZ),region.msa,2008,23778,-7.941
310M200US39140,Prescott Metro Area (AZ),region.msa,2009,21526,-9.471
310M200US39140,Prescott Metro Area (AZ),region.msa,2010,20729,-3.702
310M200US39140,Prescott Metro Area (AZ),region.msa,2011,20244,-2.34
310M200US39140,Prescott Metro Area (AZ),region.msa,2012,20668,2.094
310M200US39140,Prescott Metro Area (AZ),region.msa,2013,20869,0.973
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2001,19063,0
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2002,19513,2.361
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2003,20109,3.054
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2004,20029,-0.398
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2005,20713,3.415
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2006,21849,5.484
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2007,21567,-1.291
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2008,19782,-8.277
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2009,17916,-9.433
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2010,17779,-0.765
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2011,17533,-1.384
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2012,17430,-0.587
310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2013,17336,-0.539
310M200US49740,Yuma Metro Area (AZ),region.msa,2001,23590,0
310M200US49740,Yuma Metro Area (AZ),region.msa,2002,26009,10.254
310M200US49740,Yuma Metro Area (AZ),region.msa,2003,25871,-0.531
310M200US49740,Yuma Metro Area (AZ),region.msa,2004,27559,6.525
310M200US49740,Yuma Metro Area (AZ),region.msa,2005,28015,1.655
310M200US49740,Yuma Metro Area (AZ),region.msa,2006,28641,2.235
310M200US49740,Yuma Metro Area (AZ),region.msa,2007,29056,1.449
310M200US49740,Yuma Metro Area (AZ),region.msa,2008,27093,-6.756
310M200US49740,Yuma Metro Area (AZ),region.msa,2009,27209,0.428
310M200US49740,Yuma Metro Area (AZ),region.msa,2010,26447,-2.801
310M200US49740,Yuma Metro Area (AZ),region.msa,2011,25419,-3.887
310M200US49740,Yuma Metro Area (AZ),region.msa,2012,25145,-1.078
310M200US49740,Yuma Metro Area (AZ),region.msa,2013,24730,-1.65
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2001,32305,0
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2002,32716,1.272
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2003,33705,3.023
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2004,34063,1.062
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2005,35222,3.403
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2006,37447,6.317
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2007,39982,6.77
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2008,38600,-3.457
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2009,35868,-7.078
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2010,35864,-0.011
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2011,35445,-1.168
310M200US22380,Flagstaff Metro Area (AZ),region.msa,2012,35497,0.147
