id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
9810,2013/8/14,52,29,5,23,1,1987,2,8,3,Investment,Nagatinskij Zaton,9589336.912,115352,0.372602044,0.049637257,6880,3119,5,7759,6237,8,0,229,1,0,6,1,yes,1,3,0,no,no,no,no,no,no,no,no,76284,34200,42084,15727,7925,7802,70194,35622,34572,29431,9266,20165,6880,3466,3414,7759,3909,3850,17700,8998,8702,15164,7571,7593,13729,6929,6800,245,83,1,0,67,4,90,0,0,0,244,1,1,143,84,15,2,4.013386399,2.381867194,28.58240633,2.381867194,0.197131576,0.369570752,1.758882998,0.035018348,0.717584882,2.199178,4.532341,10.13865,4.709296139,56.51155367,2,5.171874378,7.978871314,2,0.073293225,0.879518698,0.096018176,yes,9.107675768,2.307536806,5.554397106,7.098505787,7.793966706,2.307536808,4,no,3.419466655,3,1.21049923,no,10.01394164,32,7.715343248,2,8.608894627,4.838306607,2.509382486,1.311493117,2.772900333,2.037523671,7.999358063,5.433946106,0.489927381,1.553895965,10.06161318,6.832437398,1.007756057,2.732365075,13.7386691,2.470301745,3.491469541,0.369570752,0.560443521,1.45408429,0.05888316,0.90517526,2.484722185,1.822340672,6.302304892,8.359990634,2.2179184,3.19799541,0.676329289,excellent,15.69,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,22.41,6.98,0,0,1,8000,3,766.67,1333.33,1050,0,1,1,0,1,0,0,0,0,0,0,2,0,16.01,13.07,1,90000,4,153965,5,620,1100,860,0,2,2,0,1,0,0,0,0,0,0,8,0,14.82,19.34,5,595600,7,239165,15,733.33,1266.67,1.00E+03,0,5,6,1,2,1,0,0,2,0,0,10,1,10.92,30.33,13,1014928,16,867665,53,688.24,1166.67,927.45,2,17,18,10,4,2,0,1,7,0,4,20,4,9.79,28.09,104,3474096,39,1887124,191,719.89,1215.47,967.68,10,51,66,42,15,7,0,19,34,0,8,68,13,9150000
9811,2013/8/14,84,NA,5,NA,NA,NA,NA,NA,NA,OwnerOccupier,Zapadnoe Degunino,7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,1084,0,0,3,2,no,0,5,3,no,no,no,yes,no,no,no,no,87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,no,1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,no,1.03628316,1,0.064325275,yes,14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,satisfactory,0.11,4.07,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,7161559
9812,2013/8/14,39,NA,13,NA,NA,NA,NA,NA,NA,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,2395,5,1564,7377,5,0,540,0,0,0,4,no,0,0,0,no,yes,no,no,no,no,no,no,247469,112902,134567,3459,1782,1677,13331,6670,6661,3150,948,2202,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43,3,0,0,10,2,28,0,0,0,41,0,1,7,10,23,108,4.721044964,3.776835959,45.3220315,3.776835959,0.286711204,0.214196513,4.616176397,0.017572412,0.394107795,0.387777,5.6181,3.194229,1.923494882,23.08193859,75,1.923494882,3.050726605,75,0.035986494,0.431837931,1.110328656,no,5.94690829,14.29822506,18.41892854,19.27253651,20.54946417,1.905125046,11,no,2.6573363,55,1.214861324,no,24.06121446,5,7.253743448,14,8.483391369,16.37250999,4.317743898,6.380917966,9.04631931,5.013100324,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,1.451897754,12.23917176,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,0.203465689,0.214196513,3.468289388,0.912168384,11.89150635,9.836242109,7.288785259,7.402243589,1.83607316,good,42.63,5.76,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,28.43,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,9.43,34.86,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,5.3,26.61,0,0,0,0,2,650,1.00E+03,825,0,1,0,1,0,0,0,0,2,0,0,0,0,2.36,13.06,0,0,2,41100,5,760,1300,1030,0,1,2,1,1,0,0,0,2,0,0,1,0,4.46,6.54,1,26950,4,44437,16,662.5,1156.25,909.38,0,2,9,4,1,0,0,2,3,0,0,6,1,4061390
9813,2013/8/14,37,21,9,9,2,1965,1,5,3,Investment,Alekseevskoe,5234028.171,78418,0.044073572,0.200146802,3761,1037,3,3975,4658,3,0,770,2,0,9,2,no,0,0,8,no,no,no,yes,no,no,no,no,1359171,635195,723976,8186,4313,3873,52919,30743,22176,17313,5092,12221,3761,1955,1806,3975,2111,1864,9514,4891,4623,283678,140881,142797,7263,3806,3457,250,72,0,0,160,0,18,0,0,0,248,0,17,186,40,5,163,2.172349101,0.81390616,9.766873917,0.81390616,0.084027038,0.249211018,1.875120168,0.820760529,0.274751862,15.8201,0.644616,6.951887,1.716078713,20.59294456,86,1.800132352,3.48757702,94,0.092175896,1.106110757,1.389183798,no,9.717561797,1.712157485,3.97286264,4.664798453,6.119238745,0.11915707,20,no,1.712157475,4,0.920076148,no,2.008125723,101,5.49464828,4,9.735035791,8.101616121,1.656705769,1.181340625,8.276277731,1.453561639,13.44327064,2.694035292,0.62669408,2.042170244,5.565369918,6.471735067,0.548571446,1.699181919,6.466129275,2.667096591,3.21662517,0.249211018,1.372648923,0.295703519,0.419897323,0.249211018,1.103613715,0.946825558,3.37058763,3.912861272,2.390163617,3.280306258,0.09110217,poor,0,11.75,3,43960,0,0,13,615.38,1076.92,846.15,0,5,5,1,2,0,0,0,0,0,0,0,0,4.55,28.96,8,120154,0,0,20,715,1250,982.5,0,6,8,1,5,0,0,0,2,0,0,8,0,12.84,20.32,14,192178,3,75400,36,697.22,1208.33,952.78,0,12,13,3,8,0,0,1,4,0,0,10,1,18.96,16.53,19,273583,5,173400,71,766.2,1302.82,1034.51,0,23,22,9,15,2,0,3,7,0,0,18,2,26.18,17.96,54,1195028,10,437132,160,796.13,1332.26,1064.19,5,48,46,29,26,4,2,7,19,0,2,44,3,23.39,13.32,310,5157128,50,2272351,812,784.27,1308.84,1046.55,43,227,228,175,109,25,5,38,89,1,32,130,11,7580000
9814,2013/8/14,62,62,3,NA,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Krasnopahorskoe,86999406.49,4199,0.501648042,0.01405792,294,NA,0,290,NA,0,0,NA,0,0,0,1,no,0,0,0,no,no,no,no,no,no,no,no,12061,5934,6127,622,318,304,2615,1387,1229,962,267,696,294,152,143,290,147,144,693,355,339,3009,1842,1167,549,281,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31.1114509,25.70357472,308.4428966,25.70357472,4.109340218,14.6562917,14.89008084,0.145209751,0.765514184,15.00745,1.385175,25.94431,22.26543809,267.1852571,123,22.26543809,26.13900073,123,3.079574032,36.95488838,0.543667639,no,20.68684607,33.75504932,36.71483243,37.82996257,38.5727061,2.870507259,38,no,5.445852191,46,14.04021804,no,43.18036127,32,28.15122928,8,37.94070745,31.51703641,21.1788152,15.21151822,24.28260453,22.16416037,24.89544888,7.168445263,4.64083954,28.83508514,18.97684095,32.73181268,23.97993011,13.0449154,50.10040915,25.46308638,29.55425657,22.98829741,10.86552327,17.18545749,3.955876591,14.6562917,16.10213167,3.144256435,16.13852816,32.2927988,27.79702896,23.86056617,3.757124187,no data,10.33,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0.96,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,38.29,2.75,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,43.67,1.78,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,47.97,1.3,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,48.94,2.6,0,0,0,0,2,1250,2.00E+03,1625,0,0,0,1,1,0,0,0,3,0,0,2,2,3540888
9815,2013/8/14,41,NA,18,NA,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Vnukovskoe,25536296.81,4001,0.496315283,0.007122317,275,NA,0,264,NA,0,0,NA,0,0,0,0,no,0,1,0,no,no,no,no,no,no,no,no,17790,8350,9443,574,297,277,2566,1356,1211,861,244,617,275,143,133,264,136,128,646,336,311,3796,2035,1762,506,261,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5.237762002,4.613685672,55.57532187,4.631276822,1.239303919,0.750353014,7.044807251,0.466137778,1.862751162,17.64497,0.583005,21.14441,3.216135739,38.59362887,103,5.863634549,7.475467992,19,0.559629603,6.715555235,0.093484956,yes,9.608615945,19.611377,22.33199259,23.50006514,24.37108389,2.639041099,13,no,3.869776015,27,1.220075926,no,28.59091385,50,20.25802557,8,32.24294377,19.87890772,11.39939219,7.75360691,12.50999608,6.184841573,18.43739194,9.325246155,3.997380749,5.413142958,5.607302546,16.78997151,10.73980621,7.573631048,27.97626506,4.944360706,15.78504846,11.58273506,0.695379312,4.486976384,3.630174062,0.750353014,3.367798956,0.49911137,15.09016397,16.35095764,12.37373264,7.040774731,1.397044011,no data,0.28,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,14.68,0,0,0,1,17000,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,29.44,0,0,0,1,17000,2,650,1.00E+03,825,0,1,0,1,0,0,0,0,1,0,0,0,0,35.82,0.14,0,0,1,17000,2,650,1.00E+03,825,0,1,0,1,0,0,0,0,1,0,0,0,0,36.72,0.67,0,0,1,17000,4,825,1375,1100,0,1,1,1,1,0,0,0,4,0,0,0,0,39.57,2.59,1,117300,3,139300,13,815.38,1384.62,1100,0,2,6,3,1,1,0,1,7,0,0,6,0,3981590
9816,2013/8/14,65,65,8,NA,NA,NA,NA,NA,NA,OwnerOccupier,Tverskoe,7307410.574,75377,0.065444314,7.82E-05,4237,1874,4,6398,6772,4,1,1046,3,2,29,16,yes,10,23,141,no,no,no,yes,yes,no,no,yes,116742,52836,63906,11272,5470,5802,43921,21901,22020,20184,6644,13540,4237,2079,2158,6398,3094,3304,12508,6065,6443,23480,11491,11989,9955,4835,5120,651,19,27,4,529,25,41,0,5,1,650,263,105,154,71,57,120,1.482746099,1.036567808,13.45906811,1.121589009,1.048961618,0.269716418,0.284299796,0.189089214,2.640802933,10.37804,4.242627,12.18074,3.37871695,40.5446034,5,4.060429824,5.143797873,32,0.326034852,3.91241822,0.524839432,no,13.91781463,4.081282595,2.185333005,0.506919217,0.072896553,4.081282581,4,no,4.273395045,34,2.566044379,no,4.060429824,32,3.983720702,13,8.750185233,6.663316708,0.890000675,5.444975645,4.308530651,3.757129842,7.836658044,1.09289653,0.269716418,1.421099479,0.501855865,4.018205464,1.171506135,0.615657645,3.939381726,2.6081621,2.180439629,1.091506532,0.107359506,0.182194269,0,0.269716418,0.181896599,0.184681464,1.827838178,2.370384782,0.695250774,1.184339884,0.107759077,excellent,12.24,0,10,131844,6,467600,71,954.84,1564.52,1259.68,9,19,11,13,14,4,1,8,15,0,0,9,1,7.51,0,47,649057,20,842476,316,914.53,1500,1207.26,20,94,56,68,50,27,1,16,35,0,11,16,1,5.7,0,120,1259653,25,1075476,643,899.17,1476.03,1187.6,38,165,143,160,87,45,5,44,66,0,20,25,2,6.05,0,232,2210580,34,1240332,1058,891.63,1468.75,1180.19,66,255,257,257,150,63,10,67,104,1,47,42,2,6.96,0.99,486,5082992,54,1702619,1815,882.31,1453,1167.66,113,449,432,446,255,105,15,94,162,2,85,88,6,6.8,5.73,774,9997846,101,3346565,2625,880.53,1451.32,1165.93,170,639,642,636,371,141,26,150,249,2,105,203,13,5726378
9817,2013/8/14,44,28,7,9,1,1971,2,6,NA,Investment,Vostochnoe Degunino,3875439.354,94564,0.100505636,0.219006007,6222,3062,4,6746,5692,4,0,NA,1,0,3,2,no,0,4,3,no,no,no,no,no,no,no,no,64931,28809,36122,13938,7131,6807,59008,29219,29789,21618,6400,15218,6222,3117,3105,6746,3531,3215,15801,8034,7767,12584,6028,6556,12121,6183,5938,159,39,0,0,2,7,111,0,0,0,159,0,0,1,134,24,90,1.280782205,0.803640504,9.643686048,0.803640504,0.134043599,0.109473993,1.472742119,0.195930977,0.316657859,22.3507,1.963061,0.570277,1.76849802,21.22197625,64,1.76849802,2.486854107,64,0.135085098,1.621021177,0.604385191,no,5.711096858,7.376131641,9.762448078,10.3672461,11.85139434,0.464973985,5,no,5.379302117,30,0.351826257,no,8.37139648,121,11.21676243,5,16.73166673,2.364127158,0.922972183,1.371612414,5.262473291,1.841319728,17.00784334,3.87661175,0.1499208,2.126896193,4.591053536,4.47572958,1.175385632,3.34358699,7.085989589,3.531950967,4.455435579,2.171582283,0.48640333,0.533078579,0.11102064,0.109473993,1.40395151,0.429350752,1.534851479,7.637142471,4.69716128,3.851665081,0.377899823,poor,8.91,13.25,0,0,1,19000,1,500,1.00E+03,750,0,0,1,0,0,0,0,0,1,0,0,2,0,6.88,49.61,4,81690,2,31000,6,800,1300,1050,1,0,2,3,0,0,0,0,2,0,0,3,0,9.35,40.9,7,226328,4,56430,15,781.82,1272.73,1027.27,4,2,3,5,1,0,0,1,7,0,0,8,0,7.04,34.57,14,286367,7,144430,39,667.65,1117.65,892.65,5,9,12,11,2,0,0,3,9,1,0,11,0,10.53,26.89,23,449920,19,541735,83,725.68,1222.97,974.32,9,19,29,19,3,4,0,4,13,1,0,25,1,17.51,18.46,43,885212,40,1245708,204,703.16,1181.58,942.37,14,52,67,52,15,4,0,12,28,1,2,82,9,6300000
9818,2013/8/14,58,43,9,NA,NA,NA,NA,NA,NA,Investment,Jaroslavskoe,8338438.453,94236,0.037753826,0.127811589,5991,2974,4,7287,6119,6,0,320,1,1,13,3,no,0,3,5,no,no,no,no,no,no,no,no,81980,37883,44097,14309,6811,7498,58882,29380,29502,21045,6455,14590,5991,2848,3143,7287,3481,3806,16291,7742,8549,18679,9208,9471,12396,5903,6493,206,34,2,0,66,1,103,0,0,0,207,0,11,60,125,11,26,4.449594807,2.858032221,35.11879214,2.926566012,0.763990326,0.277253309,2.13851149,0.599909099,0.149547509,20.22007,1.770948,6.1183,1.034753992,12.4170479,78,2.968009811,6.602695643,95,0.200981863,2.411782361,1.517168115,no,4.744215204,6.528619633,9.045196025,9.695051531,11.25118383,0.103659414,15,no,0.142275901,20,0.107727355,no,7.83596113,101,11.32248369,4,12.08138029,8.854668146,2.265068484,0.58850332,6.854030596,1.511409622,8.07586393,5.253698445,0.291791289,2.650752636,4.417597793,5.797091682,0.725331096,1.698594059,6.548902865,4.216062053,2.149653637,0.277253309,0.291791289,0.296372803,1.21408766,1.016743124,1.452457389,1.240282602,5.175489383,3.912561685,4.720064397,1.92313008,0.28159303,good,0,46.38,1,80000,1,7208,2,400,750,575,0,1,1,0,0,0,0,0,0,0,0,1,0,4.44,40.5,2,90000,2,248208,12,690,1150,920,2,3,3,3,1,0,0,0,0,0,0,8,0,16.43,25.63,4,132023,4,507423,22,661.11,1111.11,886.11,4,8,4,3,3,0,0,1,1,0,0,13,0,21.89,20.36,7,173743,5,508699,33,628.57,1053.57,841.07,5,12,7,6,3,0,0,3,2,0,2,17,0,33.3,11.35,13,237577,11,825899,55,623.91,1054.35,839.13,9,19,13,9,5,0,0,5,10,0,2,32,1,39.55,8.56,31,683071,22,1042456,157,701.4,1188.81,945.1,14,46,47,28,20,2,0,14,19,0,4,79,5,8000000
9819,2013/8/14,41,25,5,5,5,1962,2,5,3,Investment,Horoshevo-Mnevniki,18036436.51,166803,0.232080423,0.111627393,10955,3397,4,12238,11085,5,0,1970,2,0,18,4,no,0,3,8,yes,no,no,yes,no,no,no,yes,155427,75605,79822,24814,12687,12127,100601,52615,47986,41388,11944,29444,10955,5583,5372,12238,6258,5980,27533,14076,13457,30980,16454,14526,21679,11083,10596,754,208,99,61,125,49,200,11,1,0,757,38,41,413,99,166,97,3.495311596,2.632557772,31.26913512,2.60576126,0.348738974,0.367040124,2.667162428,0.059925114,1.031763485,18.29254,4.58344,11.14738,4.092138424,49.10566108,40,4.244045173,5.448677356,40,0.161921247,1.943054969,1.058890107,no,5.998792172,4.374214006,7.441393507,8.286181974,9.433386833,0.379214321,29,no,0.622959776,35,2.155074387,no,9.435140494,83,6.915164549,5,18.31027955,1.835179308,0.451399086,2.231077626,1.984283596,4.098681448,23.53796596,2.563065559,0.39607402,0.98503399,1.487070667,2.697363264,0.879372995,0.974746012,6.075144572,2.243112516,2.952993403,0.68451507,0.539389625,0.566063047,0.441874297,0.367040124,1.207865628,0.913101507,6.24047206,8.937816286,5.574648856,1.621324451,0.255599562,satisfactory,9.2,0,0,0,0,0,4,1125,1875,1500,0,0,1,1,2,0,0,0,0,0,0,2,0,5.73,0,2,8200,2,8000,15,742.86,1285.71,1014.29,1,3,6,2,3,0,0,0,1,0,0,9,1,11.71,5.14,6,66500,3,9626,20,731.58,1263.16,997.37,1,3,9,4,3,0,0,1,2,0,0,11,1,12.98,9.66,7,72185,3,9626,32,800,1362.07,1081.03,3,4,12,7,6,0,0,1,4,0,1,21,2,15.99,17.49,14,218221,6,98343,64,755.17,1284.48,1019.83,6,11,24,14,8,1,0,2,7,0,2,31,3,20.46,11.95,69,1534260,39,1689596,284,768.77,1288.54,1028.66,31,70,81,60,32,10,0,9,21,0,3,90,7,6250000
